county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
Beaufort County,South Carolina,TRUE,2010,83068,5.9,5.2,6.5,5.5,5.4,6.9,6.2,4.7,5.4,6.9,5.5,4.9,9.9,7.4,5.7,2.2,3.2,2.7,79921,7.3,7.1,4.4,7.7,7,7.1,6.1,4.7,5.3,5.6,5.7,4.8,7.5,6.8,5.2,3.1,2.7,1.9
Berkeley County,South Carolina,TRUE,2010,88500,6.8,6.8,6.5,6.9,6.9,8.1,6.6,7.6,6.8,6.9,7.1,7,4.8,3.6,3.4,1.7,1,1.5,90283,7.7,7.5,5.8,7.5,9.1,7.8,7.4,6.7,6.9,7.1,6.6,6,4.9,3.8,2.5,1.5,0.8,0.4
Charleston County,South Carolina,TRUE,2010,182102,6.5,5.2,5.6,6.3,8.8,8.4,6.6,6.5,5.5,6.7,6.9,6.7,5.9,4.2,3.4,3,1.9,1.7,169380,6.7,5.6,5.5,6.7,9.4,9,7.7,6.9,5.9,6.7,6.6,6.3,5.6,4.3,2.7,2.1,1.3,1
Darlington County,South Carolina,FALSE,2010,36712,5.6,7.7,4.9,8.7,6.9,3.9,6.1,6.1,6.1,7,7.6,6.4,7.5,5.1,3.5,4.3,1,1.8,31905,7.1,6,8.5,6.6,5.7,5.2,4.6,7.5,6.7,7.5,7.3,7.8,6.7,5.7,2.9,2.1,1.3,0.7
Dorchester County,South Carolina,TRUE,2010,70364,6.7,5.7,8.9,7.2,5.7,6.4,6.4,7.3,7.6,8,7,6.8,4.9,3.7,2.7,1.4,1.8,1.9,67112,7.6,8.1,7.6,8.4,5.2,7,5,8.2,7.6,8.2,7,6,4.8,3.7,2.7,1.5,0.7,0.6
Florence County,South Carolina,FALSE,2010,72851,6.5,5.6,7.1,6.6,7,5.9,6.2,6.6,6.4,7.1,7.1,6.1,7,4.2,3.8,3.5,2.2,1,64237,7.1,6.3,8.2,7.6,6.8,6.3,6.4,7.9,4.8,7,7.1,6.3,6.8,3.4,3.9,1.4,1.6,1.1
Greenville County,South Carolina,TRUE,2010,233104,6.6,6.1,6.4,6.5,6.5,6.7,6.6,7.1,6.6,7.4,6.8,6.3,5.7,4.4,3.5,2.6,1.7,2.3,219755,7.3,6.8,7,7.3,6.6,6.9,7,7.3,7.2,7.1,7,6.6,5,3.8,3,2.1,1.3,1
Greenwood County,South Carolina,TRUE,2010,37251,6.3,6.9,7.8,6.8,6.4,5.9,6.4,4.4,7.5,6.6,6.5,4.8,7.3,4.4,3.6,3.4,2.2,3,32452,7.3,6.5,7.6,4.8,10.3,5.1,5.1,5.2,5.7,10.1,6.6,6.1,4.8,4.6,4.8,2,2.5,0.9
Horry County,South Carolina,TRUE,2010,139386,5.5,5.9,4.8,6,6.8,5.8,6,5.9,6,6.9,7.3,7.6,7.4,5.6,5,3.3,2.2,2.1,131044,5.7,5.8,6,6.2,7.5,6.6,6.2,5.7,6.9,7.6,6.1,5.9,7.7,6.3,4,2.6,1.8,1.5
Lancaster County,South Carolina,TRUE,2010,38575,6.1,5.2,7,5.5,5.5,5.3,6.2,6.1,6.7,7.3,7.1,6.3,8,7.3,3.1,2.3,2.7,2.1,38314,7.3,5.5,7.7,7.5,5.1,6,6.6,9.1,6.2,6.3,6.5,5.3,7.1,6.2,2.9,3.2,0.9,0.6
Laurens County,South Carolina,TRUE,2010,34834,7.1,5.6,5.4,7.6,4.5,7.3,5.3,5.4,7.1,8.2,6.3,6.7,6.8,4.5,3.4,3.8,2.7,2.2,31666,5.9,5.8,7.9,8.6,6.6,5.3,3.8,5.1,7,8.8,8.1,5.8,6.2,6.9,3.6,2.6,1.8,0.4
Lexington County,South Carolina,TRUE,2010,134678,6.6,5.7,7.3,5.8,6,6.7,6.5,7.1,7.2,7.4,7.4,6.5,6.2,5,2.7,1.8,1.5,2.6,128728,6.8,8.1,6.5,6.8,6,6.9,6,6.7,7.2,8.7,7.3,7,5.3,4.7,2.2,1.6,1.3,0.9
Oconee County,South Carolina,TRUE,2010,37851,4.7,6.3,5.8,5.3,6.5,5.1,5.5,5.6,5.5,6.7,8.3,7.8,6.8,5.2,6.3,3.4,2,3.2,36508,6,5.9,4.5,5.4,7.1,6,5.5,6.2,6.1,6.6,8.3,7.5,6.6,8,3.4,3.5,2.1,1.2
Orangeburg County,South Carolina,FALSE,2010,49967,6.7,5.6,5.1,9.8,7.6,6,4.7,4.3,6.9,6.9,6.7,8.1,5.4,5,3.7,2.7,3,1.8,42379,7.1,5.4,8.9,7.6,8,5.9,5.3,4.7,6.3,7.1,6.9,6.7,6.7,5.2,3.3,1.9,2.3,0.8
Pickens County,South Carolina,TRUE,2010,59803,5.5,5,6.2,9,10.8,5,5.6,6.7,4.9,6.7,6.9,6.1,6,4,4,2.5,2.4,2.6,59414,6.1,5.4,5.8,9.7,12.8,6.5,5.1,6.5,5.7,6.8,6.2,5.8,6,3.6,3.3,2.1,1.4,1
Richland County,South Carolina,TRUE,2010,198002,6.2,5.7,6.3,8.2,9.9,7.5,7.3,6.6,6.2,7,6.9,6.3,4.8,3.2,2.8,2,1.4,1.8,187743,6.7,5.7,7,8.8,11.5,8.4,7.4,7,5.7,6.5,6.4,5.1,5.4,2.4,2.6,1.2,0.9,1.1
Spartanburg County,South Carolina,TRUE,2010,146146,6.3,6.7,6,7.3,6.8,5.8,5.8,6.3,7.2,7.2,7,6.7,5.8,3.8,4.3,2.8,2.6,1.5,138567,6.4,6.9,8,7.9,6.5,5.8,6.2,7,7.5,6.8,7,7.5,4.9,4.2,3,2.1,1.6,0.6
Sumter County,South Carolina,FALSE,2010,56023,7.2,8.4,5.8,7.1,6.2,6.6,6.5,6,5.7,6.7,7.1,6.4,5.5,4.9,3.1,3.4,2.1,1.3,51547,8.5,7.8,6.6,8.9,7.3,7.1,5.9,4,7.7,6.9,6.9,5.4,5.6,2.9,4,1.8,1.4,1.1
York County,South Carolina,TRUE,2010,117366,6.6,7.2,6.6,6.9,6,6.3,6.5,7.6,6.9,8,7.4,6.5,5.3,4.1,2.8,2.3,1.3,1.8,109605,7,7.3,8,7.5,6,6,6.2,8.2,6.4,8.7,6.7,6.4,5.5,4,2.8,1.5,1.1,0.8
Minnehaha County,South Dakota,TRUE,2010,85186,7.7,5.5,6.8,7.8,6.5,8.1,6.7,5.3,6.9,7.9,7.4,5.5,5.1,3.3,2.6,2.1,2.7,2,84801,7.6,7,7,7.2,6.9,9.2,7.2,6.9,6.3,7.6,7,6.6,4.2,3.2,1.9,1.7,1.4,0.9
Pennington County,South Dakota,TRUE,2010,50390,6.3,6.5,6.3,5.8,5.8,6,6.3,8.4,5.8,7.1,7.1,6.7,6.3,3.7,4.3,2.8,2.3,2.6,50958,8.2,4.7,8.4,7.3,7.7,8,5.8,7.1,4.8,7.2,6.8,6.8,5.2,3.4,3.5,2.1,1.9,1.3
Anderson County,Tennessee,TRUE,2010,38720,4.9,6.7,6.1,5.8,4.8,5.5,5.3,6.1,5.8,7.1,7.7,9,6.3,5.8,2.8,4.5,1.7,4.2,36440,6.2,7.3,6.2,6.6,5.9,5.3,5.8,6.1,6.4,7,8.4,7,7,5.4,3,2.2,2.1,2.1
Blount County,Tennessee,TRUE,2010,63264,4.9,4.8,7.4,5.6,5.9,4.8,5.8,6.4,6.3,7.7,7.7,7.8,6.7,5,4.7,4.3,2.1,2,59855,5.8,7.8,6.1,6.6,5.8,5.4,5.4,6.4,7.8,8.2,6.9,7.1,6.3,4.7,4.4,2.8,1.8,0.7
Bradley County,Tennessee,TRUE,2010,51083,5.6,7.7,5,8.7,6.3,5.6,5.8,6.5,7.1,6.8,6.6,4,8.2,4.4,4.5,3.3,1.8,2,47995,6.5,6.5,7.9,6.2,8.1,6.4,5.9,7.7,6.4,7.4,6.7,4.5,7.1,4.1,3.8,2.8,1.1,0.8
Davidson County,Tennessee,TRUE,2010,324311,6.7,5.9,5,5.8,9,9.7,8,7.2,5.9,6.7,6.8,5.9,5.1,3.4,2.9,2.2,1.7,2.2,303822,7.5,5.8,6.1,6.8,8.3,9.8,8.6,7,7.4,7,6.5,6.2,4.2,2.9,2.2,1.5,1.1,1
Greene County,Tennessee,TRUE,2010,34221,4.6,7,3.7,5.5,6,3.9,5.8,4.8,8.3,8,8.9,7.4,7,4.5,5.5,3.6,2.9,2.5,34576,4.9,6.9,7,6.5,6.4,7.1,4.8,4.9,7.4,7.7,7.5,7.3,6.4,6.2,4,2.1,1.3,1.5
Hamilton County,Tennessee,TRUE,2010,176163,6,4.8,6.1,6.7,6.5,6.2,6.5,5.7,6.7,6.7,8,7,6.2,5.1,3.4,2.8,2.5,3.1,161131,6.2,5.8,6.7,6.8,7,7.5,6.5,6.4,7,7.2,7.3,6.5,6.6,4.7,2.9,2.7,1.2,1.3
Knox County,Tennessee,TRUE,2010,222902,5.7,5.5,5.8,6.5,8.4,7.2,6.5,6.6,6.1,7.2,7,6.1,6.3,4.6,3,3.2,2.1,2,210206,6.3,6.6,6.2,7.3,8.6,7.1,6.7,5.9,7.4,7.8,6.8,5.9,5.9,4.2,2.6,2.2,1.5,0.9
Madison County,Tennessee,TRUE,2010,51605,6.2,5,7,7.3,8,7.3,5.9,4.4,7.6,7.4,7.3,6.9,5.2,4.4,3.1,2.3,1.9,3,46790,7,4.9,9,8.7,8.3,6.1,5.8,6,6.2,7,7.6,7.1,5,4.4,2.7,2.8,0.9,0.7
Maury County,Tennessee,TRUE,2010,41932,6.2,7.3,7.4,4.4,5.2,7.1,7,6.9,5.4,6.9,8.3,8.1,5.3,4.8,2.8,3.4,1.4,2,39209,7.3,7.6,5.9,7.7,7.9,6.3,6,7.6,5.5,6.4,7.8,7.4,5.5,3.2,4,2.8,0.6,0.6
Montgomery County,Tennessee,TRUE,2010,88115,8.4,6.9,7.7,6.6,10.1,8.8,7.5,6.8,6.7,6.8,6.1,4.8,4.1,3,1.9,1.7,0.9,1.2,85192,9.1,6.8,8.6,7.2,9.5,9.6,7.7,7.4,6.1,6.6,5.9,4,4.3,2.7,1.6,1.3,0.9,0.7
Putnam County,Tennessee,TRUE,2010,37374,6,7,4.2,8.1,9.1,5.4,6.3,5.8,5.5,6.5,6,6.1,7.8,5.7,3.1,4.1,1.2,2.2,35190,6.1,5,6.4,8.6,10.9,6.7,6.9,5,7.6,5.9,6.1,5.3,5.6,6.5,2.2,2.3,1.5,1.2
Robertson County,Tennessee,TRUE,2010,32900,6.3,4.3,10.1,6,5.2,5.7,5.8,5.7,9.1,8.3,8.1,7.6,4.9,3.7,3.7,1.7,0.5,3.2,33569,6.1,6.8,8.9,8.2,5.2,6.4,6.2,7.5,6.4,7.8,7.9,6.8,4.1,4.9,2.9,2.4,0.9,0.6
Rutherford County,Tennessee,TRUE,2010,133392,7.1,6.9,6.9,7.5,8.5,7.6,7.9,8.8,6.8,6.7,6.1,4.7,4.8,3,2.3,1.7,1.2,1.4,130348,7.5,7.2,8,8.3,8.7,7.7,8.6,7.5,7.3,7,6,4.7,4.6,2.3,2.2,1.5,0.8,0.2
Sevier County,Tennessee,TRUE,2010,45571,5,6.5,5.1,5.5,5.7,5.1,6.1,8.2,6,8.1,7.8,7.6,6.9,5.5,4,3,2.2,1.5,44501,6.5,7.4,5.9,6.6,6.2,5.2,5,7.1,8.3,7,7.5,6.4,6.6,5,4.4,2.3,1.5,1.2
Shelby County,Tennessee,FALSE,2010,485822,6.7,6.4,7.1,7.3,7,7.1,6.7,6.7,6.8,7.3,7.3,7.1,4.5,3.7,2.6,1.9,1.9,1.8,443208,7.7,7.4,7.9,8.2,7.3,7.4,6.7,6.9,6.6,7.1,7,6.2,5,3,2.2,1.5,1.2,0.7
Sullivan County,Tennessee,FALSE,2010,82016,4.8,6.1,6.1,5.7,5.1,4.7,5.3,6.3,6,7.3,7.7,7.4,7,5.7,4.9,3.6,2.9,3.4,74778,5,5.8,6.7,6.3,5.1,5.2,5.6,6.6,7.2,7.3,8.3,6.5,7.8,4.7,5.3,3,2.3,1.4
Sumner County,Tennessee,TRUE,2010,83442,7.3,6.2,7,6.2,5.9,5.8,6,6.7,7.6,7.8,7.2,6.8,5.8,4.2,3.6,2.5,1.5,2,77808,7.4,6.9,7.3,7.7,5.1,6.3,5.5,6.7,7.4,8.7,7.2,6.6,5.8,4.2,3.4,1.8,1.2,0.8
Washington County,Tennessee,TRUE,2010,63151,5.3,4.3,6.1,7.4,8,6.5,5.6,7.3,5.8,7.2,6.9,6.3,6.8,4.2,4.4,2.9,2.6,2.3,60187,5,5,7.4,6.5,8.9,7,6.1,6.2,6.9,7.3,7.1,7.8,5.5,5.4,2.7,1.8,2.2,1.3
Williamson County,Tennessee,TRUE,2010,95128,6.5,8.8,7.9,6.8,3.6,4.3,5.9,8.2,8.2,9,8.4,6.5,5.3,3.2,2.7,2,0.7,1.9,88907,7.1,9.5,8.4,7.7,3.7,4.2,5.5,7.9,8.3,8.5,8.2,6.4,6,3.6,1.9,1.4,0.7,1
Wilson County,Tennessee,TRUE,2010,57559,5.6,7.1,6.7,6.3,4.5,5.4,6.6,7.7,7.3,8.6,8,6.9,5.8,4.9,3,2.3,2,1.3,56978,6.6,8.1,7.3,7.1,4.8,5,6.3,8.3,6.4,8.7,7.3,6.4,6.6,4.8,2.8,2.5,0.7,0.3
Angelina County,Texas,FALSE,2010,44327,7.6,8.9,6,5.9,6.7,5.8,6.7,4.7,6.4,7.4,7.1,5.5,5.7,5.3,2.6,4.5,1,2.4,42626,7.1,6.3,9.4,7.2,8.9,4.4,6.9,6.3,5.5,6.8,7.4,7.4,4.4,4.8,2.4,2.7,0.8,1.2
Bastrop County,Texas,TRUE,2010,36317,7,9.9,5.6,6.8,4.7,4.1,6.3,7.2,5.8,7.6,7.9,7,6.2,3.4,4.1,2.8,0.8,2.8,38086,6.1,10.3,7.2,5.2,6.1,6.9,6.3,8,6.8,7.7,7.3,7,6.1,2.7,3.6,1.8,0.4,0.5
Bell County,Texas,TRUE,2010,158418,9.1,6.8,7.6,6.9,9.5,9.1,7.4,6.6,5.8,6.3,6.2,5,4,3.2,2.3,1.8,1.1,1.2,154582,9.6,8.3,7.2,6.8,10.6,10.1,7.4,7.1,5.5,5.9,5.5,4.3,4.1,2.5,1.9,1.5,1.1,0.6
Bexar County,Texas,TRUE,2010,878466,7.3,7.1,7.5,7.3,7.5,7.6,6.9,7.1,6.3,6.9,6.4,5.7,4.9,3.6,2.5,2,1.7,2,845314,7.9,8.1,7.5,8.1,8.1,7.9,7.1,7.3,6.1,6.9,6.2,5.4,4.3,3.1,2.1,1.7,1.1,0.9
Bowie County,Texas,TRUE,2010,46254,6.7,5.9,7.3,5.2,5.8,5.5,8.1,5.2,7,7,7.2,5.7,6.6,5.4,3,3,2.7,2.9,46469,6.5,6.4,7.1,8,5.7,6.9,6.4,7.6,6.5,8,7.2,6.1,5.8,4.1,2.8,2.3,1,1.6
Brazoria County,Texas,TRUE,2010,154936,7.9,7,8.2,6.6,5.5,6.4,7.6,8.1,6.7,7.7,7.1,5.8,4.8,3.2,2.5,1.6,1.5,1.7,159558,7.8,7.8,7.7,7.1,5.6,6.9,7.5,7.2,8,7.8,7.3,6.4,4.4,3.3,2.3,1.5,0.8,0.6
Brazos County,Texas,TRUE,2010,96292,6.4,5.8,5.2,12.2,21,7.9,5.9,5,5.5,4.8,4.4,3.7,3.8,2.4,1.9,1.6,1.6,0.7,99401,6.5,5.5,5.4,11.9,22.8,10,5.7,5.1,4.6,5,4.7,3.4,3.3,2.1,1.4,1.2,0.6,0.8
Cameron County,Texas,FALSE,2010,211425,8.2,8.8,8.8,8.1,6.5,6.3,6.5,7.5,5.6,6.1,5.8,5.5,4.1,3.1,3.2,2.7,1.7,1.2,196629,9.4,9.5,10.5,9.4,6.5,6.3,6.1,6.7,5.6,5.6,5.3,5.4,3.7,2.7,3,2,1.2,1.1
Collin County,Texas,TRUE,2010,400994,7.3,8,8,6.5,4.7,6.6,7.8,8.6,8.8,8.2,6.8,5.8,4.3,3,2.1,1.3,1.1,0.9,387413,7.8,9.4,7.8,7.2,5.1,6.3,7.3,8.3,9,8.5,6.9,5.7,3.8,3,1.6,1.1,0.6,0.6
DeKalb County,Alabama,FALSE,2010,35504,5.8,5.3,8.5,6.6,7.7,6.4,6.3,5.1,6.7,6.8,6.4,6.3,6,4.2,4.3,3,2.8,1.5,35647,8.3,9.7,6.6,6.5,6.2,6.7,6,6.6,7.2,6.2,6.2,6.6,5.5,3.9,3.5,1.4,2.4,0.7
Baldwin County,Alabama,TRUE,2010,93265,5.9,6.4,6.4,5.8,4.5,6,5.5,5.3,7.7,7.4,7.5,6.9,7.1,6.1,4.1,3.1,2.4,1.9,89930,6.1,6,7.6,7,4.7,6.1,5.9,5.7,7,7.8,7.1,6.5,6.6,4.8,4.9,2.2,2.3,1.6
Calhoun County,Alabama,FALSE,2010,62056,5.9,4.7,7.6,7.8,6.4,6.8,5.7,5.4,7.1,6.7,7,6.4,6.4,4.4,3.6,4.1,2.2,1.8,56454,6.6,6.5,6.8,7.5,7.9,6.4,5.4,7.2,6,7.6,6.8,7.2,5.6,3.8,3.9,2.3,1.5,0.9
Cullman County,Alabama,TRUE,2010,40396,5.2,6.5,6.4,6.5,5.9,5.5,6,5.9,6.4,7.6,7.2,7.5,5.6,6.5,3.2,2.6,2.5,3,40063,6.8,5.7,8.1,8.2,6.4,5.7,5.7,6.4,6,7.4,7.6,7.1,5.3,5.6,2.7,2.8,0.9,1.6
Elmore County,Alabama,TRUE,2010,40460,5.4,6.7,5.6,6.3,6.2,7.7,7.1,7.6,6.9,8.3,7.3,7.4,4.7,4.3,2.7,2.4,1.9,1.5,39089,6.9,6.1,7,6.3,8.7,6.9,6.5,5.5,8.2,7.7,7.5,5.8,6.5,4,2.7,2,0.7,0.9
Etowah County,Alabama,FALSE,2010,53370,5.1,5.3,6.8,6.7,5.8,5.6,5.6,6.4,6.8,7.1,7,7,6.7,5.4,3.7,3,3.1,3,51092,6,6.9,6.8,8.2,5.5,6.8,4.9,5.6,8,7.3,7.3,7.1,6.1,4.7,3.5,2.4,1.8,1.1
Houston County,Alabama,FALSE,2010,52992,6.3,6.5,6.2,6.3,5.8,6.5,6.4,6.7,5.9,7.3,7.1,7.9,4.9,4.5,4.2,3,2.5,2,48896,7,7.3,7.5,6.8,6.1,6.8,6.1,6.4,6.8,7,7.2,7.2,5.3,4.5,3.1,2.9,1.1,1.1
Jefferson County,Alabama,FALSE,2010,347762,6.2,6.3,5.7,6.4,7,7.3,7,5.9,6.3,7,7.5,7,5.4,3.6,3.6,2.9,2.5,2.4,310793,7.1,6.9,6.6,7.2,7.2,7.5,7.1,6,6.8,7.1,7.5,6.1,6,3.5,2.7,2.1,1.6,1.1
Lauderdale County,Alabama,FALSE,2010,48912,5.7,6.9,4.9,7.3,8,4.8,5.6,5.6,5.8,6.8,7.2,6.7,5.9,5.4,4.1,4.5,2.2,2.5,43767,5.4,8.2,4.6,7.2,8.5,5.4,5.8,6.6,6.5,6.8,6.8,6.1,7.6,5.8,2.6,4,1.2,0.9
Lee County,Alabama,TRUE,2010,71544,6,5.9,6.3,9,14.9,7.4,6,5.9,6.8,6.2,5.9,4.7,5.2,3,2.6,2,1.2,1.1,69236,6.8,6,6.4,9.7,16.3,7.1,6.6,5.9,6.3,6.5,5.1,6,3.3,3,2.1,1.4,0.7,0.7
Limestone County,Alabama,TRUE,2010,40715,7.4,6.2,5.9,5.5,6.2,6.3,6.7,5.9,8.5,7.2,8.1,6.4,5.8,4.6,3.3,2.8,0.9,2.4,42478,6.5,8.3,5.9,6.1,5.5,6,6.7,7.4,9.3,8.7,7.4,4.5,7.4,5.1,1.6,3.1,0.4,0.1
Madison County,Alabama,TRUE,2010,170495,5.8,6.8,6,6.7,7.3,6.8,6,6.5,7.1,8.4,7.5,6,5.6,3.9,3.5,2.6,1.5,2.1,165493,6.8,6.7,7,7.7,7.1,7.7,6.4,6.3,6.3,8.4,7.7,5.6,5.5,3.5,2.9,1.9,1.5,0.9
Marshall County,Alabama,TRUE,2010,47609,7.6,6.9,7.1,5.3,5.9,5.7,5.4,7.1,7,7.1,6.8,7.1,4.7,5.1,3.7,3.9,1.5,2.2,45626,7.2,6.7,6.4,8.4,7.7,6.4,5.9,5.3,7.5,7.8,6.7,6,5.1,4.6,3.6,2.3,1.7,0.7
Mobile County,Alabama,FALSE,2010,214624,6.3,6.1,6.6,7,7.1,6.9,6.1,6.5,5.9,7.2,7.4,6.5,5.7,4,3.8,2.9,2.1,1.9,198653,7.5,6.4,8.1,7.6,7.1,6.6,6.5,6,6.5,7.3,7.2,6.9,5.2,4,2.8,2,1.3,1
Montgomery County,Alabama,FALSE,2010,121156,6.7,7.3,5.3,7,8.3,7.4,6.6,6.2,6.3,6.8,6.9,6.4,5,4.1,2.7,2.9,2,2,108688,7.1,6.5,7.2,7.9,9,7.6,6.5,6,7.3,6.6,6.8,5.9,5.1,3.9,2.1,2,1.6,0.7
Morgan County,Alabama,FALSE,2010,60302,6,5.9,6.6,6.3,5,6.4,6.1,6.7,7.8,7,7.1,6.2,7.4,3.8,4.3,3.4,2,2,59324,5.6,7,7.9,8.7,6.2,5.2,6.8,8.7,5.3,7.5,7.3,5.5,6.5,3.7,3.6,2.6,1.8,0.4
St. Clair County,Alabama,TRUE,2010,42885,7.2,5.3,6.2,5.5,5.7,6.9,7.3,6.5,5.9,7.8,7.7,8.9,4.9,5,4.1,1.8,1.7,1.7,40876,6,7.1,6.7,6.7,5.2,6.5,7.7,8.9,7.1,8.2,7.7,6.7,4.5,4.3,2.4,2.3,1.4,0.7
Shelby County,Alabama,TRUE,2010,100236,6.6,6.2,7.6,6.6,5.5,6.7,7.1,6.8,7.7,8.5,6.9,7.6,4.8,3.6,2.7,2,1.6,1.3,95592,6.8,7.1,8.4,6.9,5.9,6,7,8.6,7.8,7,7.1,7.5,4,3.6,2.5,1.9,1.1,0.7
Talladega County,Alabama,FALSE,2010,42414,5.8,5.5,7.5,7.2,7,4.7,5.9,5.8,8.3,6,7.5,6.6,6.6,4.4,4,3,2.4,1.7,39696,6,4.8,9,6.9,5.1,5.6,6.7,8,7.3,7.1,7.6,7.1,6.5,4.4,2.9,2.3,1.4,1.3
Tuscaloosa County,Alabama,TRUE,2010,100619,6.1,5,6.2,9.4,13.1,7.1,6.2,5.7,5.7,5.9,6.5,5.4,5.6,3.2,2.9,2.5,2.1,1.4,94417,7,5.9,6.4,9.1,14.5,7.6,6.5,5.6,5.4,5.8,6.1,5.6,5,3.5,2.3,1.4,1.4,0.8
Walker County,Alabama,FALSE,2010,34487,4.8,9.6,4.1,5.5,5.2,5.8,5.6,5.6,7.2,7.4,7.2,6.5,7.1,4.4,5.6,3.7,2.4,2.5,32460,6.1,7.8,4.9,7.2,5.6,5.7,6,5,7.7,7.7,7.8,4.3,9.3,5.9,3.7,2.1,2.6,0.7
Apache County,Arizona,TRUE,2010,36021,8,7.4,10.6,9,6.4,4.9,5.7,3.9,6.3,6.6,7.5,4.8,6.1,3.9,3.8,2,1.5,1.6,35655,8.7,9.4,7.9,9.2,6.7,6.7,6,5.9,5.1,6.4,6.3,4.1,6.1,2.8,4,1.9,1.7,1.2
Anchorage Municipality,Alaska,FALSE,2010,144661,7.6,6.6,7.3,7.3,8.2,8,6.8,6.1,7.1,8,7.8,6,5.2,2.6,2.2,1.6,1.3,0.4,148566,7.5,6.7,7.2,7.4,9.3,8.5,7.1,6.4,7.1,7.7,7.2,7.2,4.8,2.3,1.6,1,0.6,0.3
Fairbanks North Star Borough,Alaska,TRUE,2010,46502,7.8,7.9,5.5,6.6,10.9,8.1,7.8,6.5,5.7,8.8,7.5,5.6,4.8,2.5,1.2,0.7,0.7,1.2,51812,7.9,6.4,7.6,6.4,11.4,10.2,7,4,8.3,7.9,6,6.8,4,3.2,1,1.2,0.2,0.4
Matanuska-Susitna Borough,Alaska,TRUE,2010,42906,7.9,6.4,8.3,8.3,5.7,5.8,6.8,5.9,7.5,8.4,8.6,6.5,5.4,2.9,2.1,1.1,1.3,1,46831,7.8,7.4,10.1,7,4.8,7.1,6.5,7,7.3,7.2,8.1,6.3,5.8,3.3,1.9,1.5,0.8,0.1
Cochise County,Arizona,FALSE,2010,65774,6.2,6.2,6.4,6.7,5.5,6.6,5.9,4.7,6.8,6.2,7.8,6.5,6.6,5,5.4,3.4,1.8,2.3,66015,6.4,6.8,6,7.1,6.8,7.2,5.9,6.9,4.8,6.1,6.7,6.2,7,4.9,4.9,3.1,2.2,1.1
Coconino County,Arizona,TRUE,2010,68240,6,6.8,5.4,10,12.4,7.3,6.1,7.3,4.2,6.4,7,6.8,4.3,3.8,2.2,1.4,1.3,1.3,66411,7.3,6.6,6.7,10.3,11.1,7.2,6,5.8,6.1,6.2,6.6,7.5,4,3.3,2.4,0.9,0.6,1.3
Maricopa County,Arizona,TRUE,2010,1932967,7.2,7.3,6.9,6.9,6.7,7.1,6.8,6.9,6.6,6.8,6.4,5.7,5.2,4.2,2.9,2.2,2.1,1.9,1894404,7.6,7.3,7.8,7.5,7.3,7.4,7.1,7,6.9,6.8,6.3,5.3,4.7,3.6,2.8,2.1,1.4,1
Mohave County,Arizona,TRUE,2010,98875,5.4,5.6,5.3,5.6,4.8,4.6,3.7,5.3,4.7,6.7,7.9,7.9,8.4,7.9,6.3,3.7,3.4,2.7,101306,5.6,5.4,6.3,6,5.1,4.5,4.8,4.4,5.8,6.7,7.1,7,8.5,7.2,6.8,3.9,3.7,1.2
Navajo County,Arizona,TRUE,2010,54046,8.3,7.1,9.1,9,6,5.7,4.5,5.8,4.3,6.7,6.8,7.4,5.8,4.7,3.5,2.3,1.7,1.3,53505,8,7,9.8,8.3,8.1,4.7,5.7,5.5,5.3,7.4,6.3,6.2,5.1,4.8,3.6,2.1,1.3,0.8
Pima County,Arizona,TRUE,2010,498590,5.9,6.4,5.9,6.9,7.4,6.5,6,5.9,5.6,6.5,7,6.8,6.1,5.1,3.7,2.9,2.4,2.8,483564,6.8,5.9,7.3,7.5,7.8,7,6.1,6,6.2,6.5,6.7,6.1,6,4.6,3.4,2.5,2,1.6
Pinal County,Arizona,TRUE,2010,181333,7.9,8.1,7,5.8,5.3,6.8,7.1,7.2,5.1,5.9,6,6,6.8,6,3.7,2.4,1.7,1.2,202509,8.2,7.5,6.9,6.4,6.2,7.3,8.2,7.4,7.2,6.2,5.4,5.3,5.3,4.5,3.9,2.2,1.1,1
Yavapai County,Arizona,TRUE,2010,107685,4.9,4.5,5.6,4.4,4.2,5,4.1,5.2,4.2,6.5,8.3,7.9,10.2,9,4.8,4.7,3.2,3.2,103376,5.1,6.5,5,5.6,4.8,5.2,4.1,5.1,5,5.9,7.6,8,8.7,7.4,6.3,4.5,2.3,2.9
